,id,name,symbol,chain,chains,slug,tvl,chainTvls
2723,2290,GhostMarket,GM,NEO,['NEO'],ghostmarket,0.0,"{'NEO': 0.0, 'NEO-staking': 0.16, 'staking': 0.16}"
2798,2724,India Covid Relief Fund,-,Ethereum,['Ethereum'],india-covid-relief-fund,0.0,{'Ethereum': 0.0}
2810,2786,Bitcoin,BTC,Bitcoin,['Bitcoin'],bitcoin,0.0,{'Bitcoin': 0.0}
2809,2785,Arbitrum,ARB,Arbitrum,['Arbitrum'],arbitrum,0.0,{'Arbitrum': 0.0}
2808,2774,TWTStake,-,Binance,['Binance'],twtstake,0.0,{'Binance': 0.0}
2807,2772,Multialt,-,Kava,['Kava'],multialt,0.0,{'Kava': 0.0}
2806,2771,Empyreal,EMP,Arbitrum,['Arbitrum'],empyreal,0.0,"{'pool2': 0.0, 'Arbitrum-staking': 0.0, 'Arbitrum': 0.0, 'Arbitrum-pool2': 0.0, 'staking': 0.0}"
2805,2741,Tegisto,TGS,Kava,['Kava'],tegisto,0.0,"{'Kava': 0.0, 'Kava-staking': 0.0, 'staking': 0.0}"
2804,2740,PLEXUS,PLX,Ethereum,['Ethereum'],plexus,0.0,{'Ethereum': 0.0}
2803,2735,GET Protocol,GET,Ethereum,['Ethereum'],get-protocol,0.0,{'Ethereum': 0.0}
2802,2734,Blast API,-,Ethereum,['Ethereum'],blast-api,0.0,{'Ethereum': 0.0}
2801,2732,Atlas Aggregator,ATA,Arbitrum,['Arbitrum'],atlas-aggregator,0.0,"{'pool2': 0.0, 'Arbitrum-staking': 0.0, 'Arbitrum': 0.0, 'Arbitrum-pool2': 0.0, 'staking': 0.0}"
2800,2726,Canto,CANTO,Canto,['Canto'],canto,0.0,{'Canto': 0.0}
2799,2725,Aptos,APT,Aptos,['Aptos'],aptos,0.0,{'Aptos': 0.0}
2797,2723,Arbitrum DAO,-,Arbitrum,['Arbitrum'],arbitrum-dao,0.0,{'Arbitrum': 0.0}
2812,2788,Moonbeam,GLMR,Moonbeam,['Moonbeam'],moonbeam,0.0,{'Moonbeam': 0.0}
2796,2717,Dexioprotocol,DEXI,Multi-Chain,"['Kava', 'Polygon']",dexioprotocol,0.0,"{'Kava': 0.0, 'Kava-staking': 0.01, 'Polygon': 0.0, 'Polygon-staking': 0.06, 'staking': 0.07}"
2795,2716,Kokomo Finance,KOKO,Multi-Chain,"['Optimism', 'Arbitrum']",kokomo-finance,0.0,"{'Optimism': 0.0, 'Optimism-borrowed': 0.21, 'Arbitrum-borrowed': 0.0, 'Arbitrum': 0.0, 'borrowed': 0.21}"
2794,2711,Void,VOID,Fantom,['Fantom'],void,0.0,"{'Fantom-staking': 0.0, 'staking': 0.0, 'Fantom': 0.0}"
2793,2704,Sakai Vault,SAKAI,Binance,['Binance'],sakai-vault,0.0,"{'Binance': 0.0, 'Binance-staking': 13.47, 'staking': 13.47}"
2792,2684,Arc Swap,ARC,Ethereum,['Ethereum'],arc-swap,0.0,"{'Ethereum': 0.0, 'pool2': 0.07, 'Ethereum-staking': 1.64, 'staking': 1.64, 'Ethereum-pool2': 0.07}"
2791,2681,Kava Football Club,-,Kava,['Kava'],kava-football-club,0.0,"{'Kava': 0.0, 'Kava-staking': 0.02, 'staking': 0.02}"
2790,2665,ApeCoin,APE,Ethereum,['Ethereum'],apecoin,0.0,{'Ethereum': 0.0}
2789,2664,Forta,FORT,Polygon,['Polygon'],forta,0.0,"{'Polygon': 0.0, 'Polygon-staking': 3.84, 'staking': 3.84}"
2788,2663,0xAcid,ACID,Arbitrum,['Arbitrum'],0xacid,0.0,"{'Arbitrum-staking': 3.14, 'Arbitrum': 0.0, 'staking': 3.14}"
2787,2643,CoW Swap,COW,Ethereum,['Ethereum'],cow-swap,0.0,{'Ethereum': 0.0}
2786,2631,OpenSea V2,-,Ethereum,['Ethereum'],opensea-v2,0.0,{'Ethereum': 0.0}
2785,2630,OpenSea V1,-,Ethereum,['Ethereum'],opensea-v1,0.0,{'Ethereum': 0.0}
2811,2787,Acala,ACA,Acala,['Acala'],acala,0.0,{'Acala': 0.0}
2813,2796,Zks Miner,-,zkSync Era,['zkSync Era'],zks-miner,0.0,{'zkSync Era': 0.0}
2783,2610,ZORA,-,Ethereum,['Ethereum'],zora,0.0,{'Ethereum': 0.0}
2828,2961,FORTH DAO,FORTH,Ethereum,['Ethereum'],forth-dao,0.0,{'Ethereum': 0.0}
2840,3041,Houdini Swap,POOF,Ethereum,['Ethereum'],houdini-swap,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 6.57, 'staking': 6.57}"
2839,3038,Rainbow,-,Ethereum,['Ethereum'],rainbow,0.0,{'Ethereum': 0.0}
2604,1516,RHEA DAO,RHEA,Klaytn,['Klaytn'],rhea-dao,0.0,"{'Klaytn-staking': 0.0, 'Klaytn': 0.0, 'staking': 0.0}"
2837,3031,MetaMask,-,Ethereum,['Ethereum'],metamask,0.0,{'Ethereum': 0.0}
2836,3020,Mayfair Fund,$MAY,Arbitrum,['Arbitrum'],mayfair-fund,0.0,"{'Arbitrum-staking': 0.13, 'Arbitrum': 0.0, 'staking': 0.13}"
2835,3019,Maestro,-,Ethereum,['Ethereum'],maestro,0.0,{'Ethereum': 0.0}
2834,3017,FemboyDAO,FEM,Ethereum,['Ethereum'],femboydao,0.0,{'Ethereum': 0.0}
2833,3016,Component Swap,-,Pulse,['Pulse'],component-swap,0.0,{'Pulse': 0.0}
2832,2981,Kwenta,KWENTA,Optimism,['Optimism'],kwenta,0.0,{'Optimism': 0.0}
2831,2977,Merkl,ANGLE,Multi-Chain,"['Optimism', 'Ethereum', 'Polygon', 'Arbitrum']",merkl,0.0,"{'Optimism': 0.0, 'Ethereum': 0.0, 'Polygon': 0.0, 'Arbitrum': 0.0}"
2830,2973,Nutbox,-,Multi-Chain,"['Binance', 'ENULS']",nutbox,0.0,"{'Binance': 0.0, 'Binance-staking': 0.03, 'ENULS': 0.0, 'ENULS-staking': 0.0, 'staking': 0.03}"
2829,2967,Optimism Foundation,-,Optimism,['Optimism'],optimism-foundation,0.0,{'Optimism': 0.0}
2827,2960,DXDao,DXD,Ethereum,['Ethereum'],dxdao,0.0,{'Ethereum': 0.0}
2814,2813,Cron Finance,-,Ethereum,['Ethereum'],cron-finance,0.0,{'Ethereum': 0.0}
2826,2954,AirSwap,-,Ethereum,['Ethereum'],airswap,0.0,{'Ethereum': 0.0}
2825,2947,BrainDAO,IQ,Ethereum,['Ethereum'],braindao,0.0,{'Ethereum': 0.0}
2824,2944,Ajira Pay Finance,AJP,Multi-Chain,"['Kava', 'Binance', 'Polygon', 'Arbitrum']",ajira-pay-finance,0.0,"{'Kava': 0.0, 'Kava-staking': 0.0, 'Binance': 0.0, 'Binance-staking': 0.0, 'Polygon': 0.0, 'Arbitrum': 0.0, 'staking': 0.0}"
2823,2933,Kei Finance,KEI,Ethereum,['Ethereum'],kei-finance,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.21, 'staking': 0.21}"
2822,2905,FunBear,FUNB,Kava,['Kava'],funbear,0.0,"{'Kava': 0.0, 'Kava-staking': 27.38, 'staking': 27.38}"
2821,2897,SuperLauncher,LAUNCH,zkSync Era,['zkSync Era'],superlauncher,0.0,"{'zkSync Era': 0.0, 'zkSync Era-staking': 0.3, 'staking': 0.3}"
2820,2893,Snark Launch,SNRK,zkSync Era,['zkSync Era'],snark-launch,0.0,"{'zkSync Era': 0.0, 'zkSync Era-staking': 0.06, 'staking': 0.06}"
2819,2887,Array,Array,Arbitrum,['Arbitrum'],array,0.0,"{'Arbitrum-staking': 0.15, 'Arbitrum': 0.0, 'staking': 0.15}"
2818,2849,MERLIN DEX,MAGE,zkSync Era,['zkSync Era'],merlin-dex,0.0,{'zkSync Era': 0.0}
2817,2847,World Mobile Token,WMT,Cardano,['Cardano'],world-mobile-token,0.0,"{'Cardano': 0.0, 'Cardano-staking': 11.53, 'staking': 11.53}"
2816,2831,CortexDAO,CXD,Ethereum,['Ethereum'],cortexdao,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0}"
2815,2816,Dypius,DYP,Multi-Chain,"['Binance', 'Ethereum', 'Avalanche']",dypius,0.0,"{'Binance': 0.0, 'Ethereum': 0.0, 'Binance-staking': 0.9, 'Avalanche': 0.0, 'Avalanche-staking': 0.32, 'Ethereum-staking': 0.03, 'staking': 1.24}"
2784,2623,Chainlink,LINK,Ethereum,['Ethereum'],chainlink,0.0,{'Ethereum': 0.0}
2782,2590,PancakeSwap AMM V1,CAKE,Binance,['Binance'],pancakeswap-amm-v1,0.0,{'Binance': 0.0}
2724,2323,Lympo,SPORT,Polygon,['Polygon'],lympo,0.0,"{'Polygon': 0.0, 'Polygon-staking': 0.06, 'staking': 0.06}"
2738,2421,Revoluzion,RVZ,Binance,['Binance'],revoluzion,0.0,{'Binance': 0.0}
2750,2493,Brewlabs,BREWLABS,Multi-Chain,"['Polygon', 'Binance', 'Ethereum']",brewlabs,0.0,"{'pool2': 0.6, 'Polygon-pool2': 0.0, 'Binance-pool2': 0.25, 'Ethereum-pool2': 0.35, 'Binance': 0.0, 'Ethereum': 0.0, 'Binance-staking': 3.28, 'Ethereum-staking': 2.74, 'Polygon': 0.0, 'Polygon-staking': 0.03, 'staking': 6.05}"
2749,2482,CitaDAO,KNIGHT,Ethereum,['Ethereum'],citadao,0.0,"{'Ethereum': 0.0, 'pool2': 0.17, 'Ethereum-staking': 0.29, 'staking': 0.29, 'Ethereum-pool2': 0.17}"
2748,2480,AlgoBlocks,ALGOBLK,Binance,['Binance'],algoblocks,0.0,"{'Binance': 0.0, 'Binance-staking': 0.01, 'staking': 0.01}"
2747,2478,Akiba Finance,AKIBA,Kava,['Kava'],akiba-finance,0.0,"{'Kava': 0.0, 'Kava-staking': 0.0, 'pool2': 0.0, 'staking': 0.0, 'Kava-pool2': 0.0}"
2746,2476,Meme Dollar,PINA,Ethereum,['Ethereum'],meme-dollar,0.0,"{'Ethereum': 0.0, 'pool2': 0.0, 'Ethereum-staking': 0.02, 'staking': 0.02, 'Ethereum-pool2': 0.0}"
2745,2473,Bitindi Staking,BNI,Multi-Chain,"['Binance', 'Bitindi']",bitindi-staking,0.0,"{'Binance': 0.0, 'Bitindi': 0.0, 'Binance-staking': 0.03, 'Bitindi-staking': 0.06, 'staking': 0.09}"
2744,2471,Premio,PREMIO,Multi-Chain,"['Kava', 'Celo']",premio,0.0,"{'Kava': 0.0, 'Kava-staking': 4.34, 'Celo-staking': 0.0, 'staking': 4.34}"
2743,2457,Vidya,VIDYA,Ethereum,['Ethereum'],vidya,0.0,"{'Ethereum': 0.0, 'pool2': 0.25, 'Ethereum-staking': 1.01, 'staking': 1.01, 'Ethereum-pool2': 0.25}"
2742,2453,Doglands Swap,GIL,Dogechain,['Dogechain'],doglands-swap,0.0,{'Dogechain': 0.0}
2741,2452,Metropolis,-,Fantom,['Fantom'],metropolis,0.0,{'Fantom': 0.0}
2740,2444,Changex,CHANGE,Multi-Chain,"['Ethereum', 'Hydra']",changex,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.9, 'Hydra-staking': 0.9}"
2739,2427,Defender Finance,SWDB,Binance,['Binance'],defender-finance,0.0,"{'Binance': 0.0, 'pool2': 0.0, 'Binance-pool2': 0.0}"
2737,2418,Y2B Finance,Y2B,Ethereum,['Ethereum'],y2b-finance,0.0,{'Ethereum': 0.0}
2752,2501,Aragon,ANT,Ethereum,['Ethereum'],aragon,0.0,{'Ethereum': 0.0}
2736,2416,FootballManager,GFM,Arbitrum,['Arbitrum'],footballmanager,0.0,{'Arbitrum': 0.0}
2735,2413,Decryption,X,Tlchain,['Tlchain'],decryption,0.0,{'Tlchain': 0.0}
2734,2396,BlueMove Staking,MOVE,Aptos,['Aptos'],bluemove-staking,0.0,"{'Aptos': 0.0, 'Aptos-staking': 1.23, 'staking': 1.23}"
2733,2389,Freebie Life Finance,FRB,Avalanche,['Avalanche'],freebie-life-finance,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2732,2381,Genius Yield,GENS,Cardano,['Cardano'],genius-yield,0.0,"{'Cardano': 0.0, 'Cardano-staking': 3.11, 'staking': 3.11}"
2731,2377,YieldBank,-,Kava,['Kava'],yieldbank,0.0,"{'Kava': 0.0, 'Kava-staking': 0.0, 'staking': 0.0}"
2730,2358,Dexit Finance Swap,DXT,Dexit,['Dexit'],dexit-finance-swap,0.0,{'Dexit': 0.0}
2729,2355,Athos Finance,ATH,Moonbeam,['Moonbeam'],athos-finance,0.0,"{'Moonbeam-staking': 0.24, 'staking': 0.24, 'Moonbeam': 0.0}"
2728,2353,X7 Finance,X7R,Ethereum,['Ethereum'],x7-finance,0.0,{'Ethereum': 0.0}
2727,2340,Optitude Finance,OPT,Optimism,['Optimism'],optitude-finance,0.0,"{'Optimism': 0.0, 'Optimism-pool2': 0.0, 'Optimism-staking': 0.0, 'pool2': 0.0, 'staking': 0.0}"
2726,2326,KPerp Exchange,KPE,Kava,['Kava'],kperp-exchange,0.0,"{'Kava': 0.0, 'Kava-staking': 0.48, 'staking': 0.48}"
2725,2325,Binance Multi Chain Capital,BMCC,Binance,['Binance'],binance-multi-chain-capital,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'pool2': 0.01, 'Binance-pool2': 0.01, 'staking': 0.0}"
2751,2500,Bankless,BANK,Ethereum,['Ethereum'],bankless,0.0,{'Ethereum': 0.0}
2753,2502,BitDAO,BIT,Ethereum,['Ethereum'],bitdao,0.0,{'Ethereum': 0.0}
2781,2589,Dexalot,ALOT,Avalanche,['Avalanche'],dexalot,0.0,{'Avalanche': 0.0}
2768,2534,OnePunchSwap,-,Binance,['Binance'],onepunchswap,0.0,{'Binance': 0.0}
2780,2588,Bisq,-,Bitcoin,['Bitcoin'],bisq,0.0,{'Bitcoin': 0.0}
2779,2582,TrueFeedBack,TFBX,Multi-Chain,"['Kava', 'Celo']",truefeedback,0.0,"{'Kava-staking': 0.01, 'Celo-staking': 0.08, 'Celo': 0.0, 'staking': 0.09}"
2778,2580,NULS POCM,-,Nuls,['Nuls'],nuls-pocm,0.0,"{'Nuls-staking': 1.13, 'Nuls': 0.0, 'staking': 1.13}"
2777,2579,King Finance,KING,Binance,['Binance'],king-finance,0.0,"{'Binance': 0.0, 'Binance-staking': 1.14, 'staking': 1.14}"
2776,2578,Beamer Bridge,-,Multi-Chain,"['Optimism', 'Arbitrum']",beamer-bridge,0.0,"{'Optimism': 0.0, 'Arbitrum': 0.0}"
2775,2574,HXRO Network,HXRO,Solana,['Solana'],hxro-network,0.0,"{'Solana-staking': 15.51, 'Solana': 0.0, 'staking': 15.51}"
2774,2571,Mosquitos Finance,SUCKR,Aptos,['Aptos'],mosquitos-finance,0.0,"{'Aptos': 0.0, 'Aptos-staking': 0.0, 'staking': 0.0}"
2773,2565,Perion,PERC,Ethereum,['Ethereum'],perion,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.26, 'staking': 0.26}"
2772,2555,Subzero+,SUB,Avalanche,['Avalanche'],subzero+,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'pool2': 0.04, 'Avalanche-pool2': 0.04, 'staking': 0.0}"
2771,2546,NFTEarth,NFTE,Ethereum,['Ethereum'],nftearth,0.0,{'Ethereum': 0.0}
2770,2544,Bank of Cronos OHM,BOC,Cronos,['Cronos'],bank-of-cronos-ohm,0.0,{'Cronos': 0.0}
2769,2536,Lion Commerce,LION,Kava,['Kava'],lion-commerce,0.0,"{'Kava': 0.0, 'Kava-staking': 0.31, 'staking': 0.31}"
2767,2533,THORWallet DEX,-,Ethereum,['Ethereum'],thorwallet-dex,0.0,{'Ethereum': 0.0}
2754,2503,PleasrDAO,-,Ethereum,['Ethereum'],pleasrdao,0.0,{'Ethereum': 0.0}
2766,2532,Zonic,-,Optimism,['Optimism'],zonic,0.0,{'Optimism': 0.0}
2765,2526,Droplit Protocol,LIT,Binance,['Binance'],droplit-protocol,0.0,"{'Binance': 0.0, 'Binance-staking': 0.02, 'pool2': 0.22, 'Binance-pool2': 0.22, 'staking': 0.02}"
2764,2524,Friends With Benefits,FWB,Ethereum,['Ethereum'],friends-with-benefits,0.0,{'Ethereum': 0.0}
2763,2522,Nouns,-,Ethereum,['Ethereum'],nouns,0.0,{'Ethereum': 0.0}
2762,2521,Ethereum Foundation,-,Ethereum,['Ethereum'],ethereum-foundation,0.0,{'Ethereum': 0.0}
2761,2520,Gnosis DAO,GNO,Ethereum,['Ethereum'],gnosis-dao,0.0,{'Ethereum': 0.0}
2760,2519,ENS,ENS,Ethereum,['Ethereum'],ens,0.0,{'Ethereum': 0.0}
2759,2518,Gitcoin,GTC,Ethereum,['Ethereum'],gitcoin,0.0,{'Ethereum': 0.0}
2758,2515,Manifesto,MNF,Canto,['Canto'],manifesto,0.0,"{'Canto-staking': 0.0, 'staking': 0.0, 'Canto': 0.0}"
2757,2509,BusinessBuildersNFTs,FTB,Multi-Chain,"['Polygon', 'Meter']",businessbuildersnfts,0.0,"{'Polygon': 0.0, 'Polygon-staking': 0.0, 'Meter-staking': 0.01, 'staking': 0.01}"
2756,2508,Notiboy,-,Algorand,['Algorand'],notiboy,0.0,{'Algorand': 0.0}
2755,2504,Rarible,RARI,Ethereum,['Ethereum'],rarible,0.0,{'Ethereum': 0.0}
2605,1519,CryptEx Locker,CRX,Binance,['Binance'],cryptex-locker,0.0,"{'Binance': 0.0, 'Binance-staking': 0.16, 'staking': 0.16}"
2487,1091,ZodiacDAO,ZD,Binance,['Binance'],zodiacdao,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'staking': 0.0}"
2603,1513,Zomb2 Finance,ZOMB2,Fantom,['Fantom'],zomb2-finance,0.0,"{'pool2': 0.0, 'Fantom-staking': 0.0, 'Fantom-pool2': 0.0, 'staking': 0.0, 'Fantom': 0.0}"
2439,933,Nidhi-Dao,GURU,Polygon,['Polygon'],nidhi-dao,0.0,{'Polygon': 0.0}
2451,973,XEUS,XEUS,Binance,['Binance'],xeus,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'staking': 0.0}"
2450,968,Zai Finance,ZAI,Ethereum,['Ethereum'],zai-finance,0.0,"{'Ethereum': 0.0, 'pool2': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0, 'Ethereum-pool2': 0.0}"
2449,966,CerberusDAO,3DOG,Ethereum,['Ethereum'],cerberusdao,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0}"
2448,962,Retreeb,TREEB,Fantom,['Fantom'],retreeb,0.0,"{'Fantom-staking': 1.03, 'staking': 1.03, 'Fantom': 0.0}"
2447,961,Fantohm,FHM,Multi-Chain,"['Moonriver', 'Fantom', 'Binance', 'Boba', 'Ethereum']",fantohm,0.0,"{'Moonriver': 0.0, 'Fantom-staking': 0.94, 'Moonriver-staking': 0.03, 'Binance': 0.0, 'Boba': 0.0, 'Ethereum': 0.0, 'Fantom': 0.0, 'staking': 0.97}"
2446,959,Alpaca City,ALPA,Multi-Chain,"['Binance', 'Ethereum']",alpaca-city,0.0,"{'pool2': 0.02, 'Binance-pool2': 0.0, 'Ethereum-pool2': 0.02, 'Ethereum': 0.0, 'Binance-staking': 0.0, 'Ethereum-staking': 0.18, 'staking': 0.18}"
2445,950,ARCx,ARCx,Ethereum,['Ethereum'],arcx,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0}"
2444,949,Lobis,LOBI,Ethereum,['Ethereum'],lobis,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0}"
2443,946,FreeLiquid,FL,Ethereum,['Ethereum'],freeliquid,0.0,"{'Ethereum': 0.0, 'pool2': 0.01, 'Ethereum-staking': 0.0, 'staking': 0.0, 'Ethereum-pool2': 0.01}"
2442,945,Jade Protocol,JADE,Ethereum,['Ethereum'],jade-protocol,0.0,{'Ethereum': 0.0}
2441,939,R U Generous,RUG,Avalanche,['Avalanche'],r-u-generous,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2440,937,Hex,HEX,Ethereum,['Ethereum'],hex,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 719.59, 'staking': 719.59}"
2438,932,Xensa,XENSA,OKExChain,['OKExChain'],xensa,0.0,{'OKExChain': 0.0}
2453,981,Kafe Finance,KAFE,Multi-Chain,"['Cronos', 'Moonriver']",kafe-finance,0.0,"{'Cronos': 0.0, 'Moonriver': 0.0}"
2437,929,RaDao,RA,Binance,['Binance'],radao,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'staking': 0.0}"
2436,928,Fortress,FORT,Avalanche,['Avalanche'],fortress,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2435,926,Metaversepro,META,Binance,['Binance'],metaversepro,0.0,"{'Binance': 0.0, 'Binance-staking': 0.01, 'staking': 0.01}"
2434,921,DAO Maker Vesting,DAO,Multi-Chain,"['Celo', 'Fantom', 'Step', 'Polygon', 'Binance', 'Ethereum']",dao-maker-vesting,0.0,"{'Celo-staking': 0.0, 'Fantom-staking': 0.0, 'Step': 0.0, 'Polygon-vesting': 0.14, 'Fantom-vesting': 0.01, 'Binance': 0.0, 'Ethereum': 0.0, 'Binance-staking': 0.0, 'vesting': 16.08, 'Ethereum-staking': 85.35, 'Celo': 0.0, 'Celo-vesting': 0.01, 'Binance-vesting': 6.44, 'Fantom': 0.0, 'staking': 85.35, 'Step-vesting': 1.89, 'Ethereum-vesting': 7.58, 'Step-staking': 0.0, 'Polygon': 0.0, 'Polygon-staking': 0.0}"
2433,901,EverestDAO,EVRT,Avalanche,['Avalanche'],everestdao,0.0,{'Avalanche': 0.0}
2432,895,BlackPool,BPT,Multi-Chain,"['Ethereum', 'Polygon']",blackpool,0.0,"{'Ethereum': 0.0, 'Polygon': 0.0, 'Ethereum-staking': 0.01, 'Polygon-staking': 0.0, 'staking': 0.01}"
2431,894,Paraswap,PSP,Ethereum,['Ethereum'],paraswap,0.0,"{'Ethereum': 0.0, 'pool2': 4.13, 'Ethereum-staking': 3.46, 'staking': 3.46, 'Ethereum-pool2': 4.13}"
2430,889,8ightDAO,EIGHT,Harmony,['Harmony'],8ightdao,0.0,"{'Harmony-staking': 0.0, 'Harmony': 0.0, 'staking': 0.0}"
2429,886,Position Exchange,POSI,Binance,['Binance'],position-exchange,0.0,"{'Binance': 0.0, 'Binance-staking': 0.66, 'pool2': 0.18, 'Binance-pool2': 0.18, 'staking': 0.66}"
2428,881,SafeOHM,SOHM,Binance,['Binance'],safeohm,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'staking': 0.0}"
2427,868,Saffron Finance,SFI,Ethereum,['Ethereum'],saffron-finance,0.0,"{'Ethereum': 0.0, 'pool2': 0.02, 'Ethereum-staking': 0.11, 'staking': 0.11, 'Ethereum-pool2': 0.02}"
2426,866,Reverse,RVRS,Harmony,['Harmony'],reverse,0.0,"{'Harmony-staking': 0.0, 'Harmony': 0.0, 'staking': 0.0}"
2452,975,Omicron,OMIC,Arbitrum,['Arbitrum'],omicron,0.0,"{'Arbitrum-staking': 0.0, 'Arbitrum': 0.0, 'staking': 0.0}"
2454,982,VikingsFinance,VAL,Avalanche,['Avalanche'],vikingsfinance,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2424,856,Fortune DAO,FORT,Cronos,['Cronos'],fortune-dao,0.0,"{'Cronos': 0.0, 'Cronos-staking': 0.01, 'staking': 0.01}"
2469,1035,BITPIF,BPF,Ethereum,['Ethereum'],bitpif,0.0,"{'Ethereum': 0.0, 'pool2': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0, 'Ethereum-pool2': 0.0}"
2481,1073,Kitty Finance,KITTY,Multi-Chain,"['Polygon', 'Avalanche']",kitty-finance,0.0,"{'pool2': 0.01, 'Polygon-pool2': 0.0, 'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'Polygon': 0.0, 'Polygon-staking': 0.0, 'Avalanche-pool2': 0.01, 'staking': 0.0}"
2480,1070,Nacho Finance,NACHO,Polygon,['Polygon'],nacho-finance,0.0,"{'Polygon': 0.0, 'pool2': 0.18, 'Polygon-pool2': 0.18, 'Polygon-staking': 0.02, 'staking': 0.02}"
2479,1066,Brokoli Network,BRKL,Multi-Chain,"['Binance', 'Ethereum']",brokoli-network,0.0,"{'pool2': 0.0, 'Binance-pool2': 0.0, 'Ethereum-pool2': 0.0, 'Ethereum': 0.0, 'Binance-staking': 0.0, 'staking': 0.0}"
2478,1065,The Sandbox,SAND,Multi-Chain,"['Ethereum', 'Polygon']",the-sandbox,0.0,"{'Ethereum': 0.0, 'Polygon': 0.0, 'pool2': 2.26, 'Polygon-pool2': 1.67, 'Ethereum-pool2': 0.58}"
2477,1061,CakeDAO,CAKE,Avalanche,['Avalanche'],cakedao,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2476,1059,Sheesha Finance,SHEESHA,Binance,['Binance'],sheesha-finance,0.0,"{'Binance': 0.0, 'Binance-staking': 0.24, 'pool2': 0.58, 'Binance-pool2': 0.58, 'staking': 0.24}"
2475,1058,MOBOX,MBOX,Binance,['Binance'],mobox,0.0,"{'Binance': 0.0, 'Binance-staking': 14.94, 'pool2': 0.0, 'Binance-pool2': 0.0, 'staking': 14.94}"
2474,1050,LeagueDAO,LEAG,Ethereum,['Ethereum'],leaguedao,0.0,"{'Ethereum': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0}"
2473,1048,Merit Circle,MC,Ethereum,['Ethereum'],merit-circle,0.0,"{'Ethereum': 0.0, 'pool2': 9.15, 'Ethereum-staking': 14.97, 'staking': 14.97, 'Ethereum-pool2': 9.15}"
2472,1047,UnusDao,UDO,Binance,['Binance'],unusdao,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'staking': 0.0}"
2471,1041,Numbers Protocol,NUM,Multi-Chain,"['Binance', 'Ethereum']",numbers-protocol,0.0,"{'pool2': 0.01, 'Binance-pool2': 0.01, 'Ethereum-pool2': 0.0, 'Ethereum': 0.0, 'Binance-staking': 0.0, 'Ethereum-staking': 0.0, 'staking': 0.0}"
2470,1037,RagnarokDAO,RGK,Avalanche,['Avalanche'],ragnarokdao,0.0,"{'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2468,1034,Base Protocol,BASE,Ethereum,['Ethereum'],base-protocol,0.0,"{'Ethereum': 0.0, 'pool2': 0.06, 'Ethereum-staking': 0.01, 'staking': 0.01, 'Ethereum-pool2': 0.06}"
2455,984,GalaxyGoogle DAO,GG,Multi-Chain,"['Binance', 'Avalanche']",galaxygoogle-dao,0.0,"{'Binance': 0.0, 'Binance-staking': 0.0, 'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'staking': 0.0}"
2467,1026,Starterra,STT,Terra,['Terra'],starterra,0.0,{'Terra': 0.0}
2466,1021,RivrKitty,RKITTY,Moonriver,['Moonriver'],rivrkitty,0.0,"{'Moonriver': 0.0, 'Moonriver-pool2': 0.0, 'pool2': 0.0}"
2465,1015,Atlas USV,USV,Polygon,['Polygon'],atlas-usv,0.0,"{'Polygon': 0.0, 'Polygon-staking': 2.1, 'staking': 2.1}"
2464,1013,Stargate Finance,SGT,Binance,['Binance'],stargate-finance,0.0,"{'Binance': 0.0, 'Binance-staking': 0.04, 'staking': 0.04}"
2463,1012,Pumpkin DAO,PUMP,Fantom,['Fantom'],pumpkin-dao,0.0,"{'Fantom-staking': 0.0, 'staking': 0.0, 'Fantom': 0.0}"
